text,label
C'est pas en prêtre qui giffle,1
Les vidéos qui donnent l'envie de devenir prêtre,1
This message was deleted,1
Les gars tournée la passion du Christ.Le gars a peutêtre un problème avec le giffleur il  a une foi profiter,1
C'est sont les jeunes de la paroisse.,1
Mekdeu,1
null,1
Douala    Moscou,1
Consultes les règles d'ASECAM champions,1
Ok boss,1
"Besoins denvoyer 4.000 roubles au pays  , la personne doit recevoir 27.000 cfa.",1
offre terminée,1
"si le Cameroun n'est pas représenté, ça ne donne rien",1
500 kolo au pays besoin du rouble au taux Google,1
50 kolo au pays besoin du rouble au taux Google,1
Bonsoir !,2
Ib,1
Bonsoir,2
This message was deleted,1
Job de copywriter disponible 30K,1
À long terme,1
Capitaine courage !,1
"Tant que le riz nest pas encore cuit, ne jetez pas le tapioca, on ne sait jamais le gaz peu finir en chemin.",1
Le gar mise sur le ndem de marco pour rebondir,2
Bonjour.un nouveau étudiants Camerounais est mort dans la ville de Tambov.il se noyer au lac de la ville.,0
Hm mince,1
Quand ça ?,1
War c'est quelle genre de mort ça ?,0
Aujourd'hui,1
"Vraiment, C'est désolant.",1
L'eau n'est pas pour nous hein !  Werrrrr,1
C'est vraiment triste,0
"Svp nous devons vraiment faire une bonne sensibilisation sur la vie en fédération de Russie, surtout sur les moyens de s'en sortir.  les doyens SVP",2
"Également a tout ceux et celles qui prétendent venir ici, bien qu'on ne peut pas décourager quelqu'un de voyager, nous leurs dire clairement la vérité sur la vie ici.",2
"Bonjour. Sil vous plaît, quelquun passe au Cameroun ce soir ?",2
Bonjour à tous !,2
Comment s'appelle cet étudiant svp?,1
Bsr derick j'espere que tu vas bien en ce moment quand au projet indique moi le cite je vais  m'occuper de cela sinon as tu les nouvelles d'un camerounais au nom de tchinda anicet il se pourait qj'il a ete arrete la bas en ruissie et parents sont sans nouvelles et certaines langues le donne pour mort deja,0
Anicet,1
Bonjour il sappelle Anicet,2
Mort par noyade cette nuit dans un lac près du foyer étudiant à Tambov,0
Sérieux ?,1
Oui,1
Cest lui,1
Weeehhh c'est lui,1
Le lac où on faisait souvent les шашлык?,1
Très exactement,1
Le lac sur la photo là,1
Vérifie ton ib,1
Mince!!!!!!,1
null,1
Âmes sensibles sabstenir svp,1
Seigneur,1
Seigneur This message was edited,1
Il dansait le break danse le 25,1
Quelles sont les dernières personnes à le voir vivant ou à avoir parlé avec lui,1
Hééééeeee Seigneur,1
Triste,0
Woyy,1
Les africains et la natation. Paix à son âme. Tu ne sais pas nager mais tu pars te baigner dans le lac dans la nuit. Cest triste!,0
"On n'efface pas ce que Dieu a écrit, C'était son chemin",1
Sensibilisez les nouveaux a prendre des cours de natations et a éviter de nager dans les lacs avec les russes.,1
Bref,1
J'étais avec lui a Tambov je l'ai même filmé  je n'ai pas encore envoyé même leur photo,1
Oui,1
Mais comment ont retrouve le corps à 10h00 du matin.,1
Hier il était avec les amis labas jusqu'à 18hr.il sont partis et il est rester avec d'autres,1
Ils sont tous rentrés et apparemment il est revenu plus tard vers 22h ayant bu de lalcool,1
"Suis pas daccord chef cest pas son chemin, il a juste payé une de ses erreurs qui a été fatale",1
"Place toi sur ton balcon tu sautes et lorsque tu mourras on dira que cest ton chemin..,",1
Véri goude,1
Mieux je ne parle pas.,1
De toute les façons on ne mourra pas tous de la même. Avec ou sans erreur!,1
lol donc il est reparti seul dans l'eau? Et ses amis l'ont laissés repartir dans cet état?,1
Votre histoire la est flou,1
Moi même suis dépassé,1
Parmis ses amis ils y avaient les noirs? pour ne pas dire camerounais?,1
"Quand l'ange de la mort te visite, tu demeures sous son contrôle, c'est lui qui oriente désormais tes faits. Il y a des tonnes d'exemples!!!",0
Depuis qu'il vit au pays il n'avait jamais vu un lac où il pouvait se laver la nuit . On maîtrise,1
"Il a une montre à la main en plus , bizarre",1
gars ne me do pas lap,1
Il reviens à 22h et il part nager  cest bizarre la nuit. En plus.,1
On dit qu'il a commis une erreur que sa vie a payé.,1
"Es ce que cest confirmé, déjà même son corps cest une position de noyade comme ça?",1
Que l'ambassade demande une autopsie. L'histoire la sent le meurtre.,1
Voilà je suis entrain de lire les positions de noyade sur le net,1
Vivement,1
Cest bizarre,1
Il avait sa montre sur son poignet lorsqu'on l'a sorti de l'eau,1
"Bizarre, jai regardé plusieurs fois, pour ceux qui ont la vidéo, il a une chaîne épaisse blanche sur le cou, et une montre  normale a la main, également les bagues sur le petit doigt de la main gauche et un des doigts de la main droite. Un caleçon en coton. Je sais pas si ils nagent làbas en bermuda pour maison. Bref que son âme repose en paix  This message was edited",1
"Vraiment bizarre cette histoire, depuis quand un Camerounais nage dans la nuit ?",1
Choupo moting n'est pas sur la feuille de match,1
Blesser,1
"On dit quil a eu un malaise, mais ya des sources ce soir qui disent quil est fâché  sais pas si sa viens de fc ou de  fc .",1
Forfait !,1
"Salut les gars, le lien du match SVP",1
Son père n'a pas eu les dos pour le deplacement,1
Y'a même Vampire FC qui ne laisse pas. Il joue dans les deux teams,1
Lien du match,1
Baleba a. 20 ans ?il muscle les pères,1
11,1
Les gars de Rigo sont de retour  This message was edited,1
Merde,1
les gars qui nous ont donné les AVC sont de retours  This message was edited,1
Vraiment,1
21,1
Voilà,1
C'est terrible,1
marc brys cose avec rigo  il fait les replacements à la 80e min comme son homologue,1
79653368333 grand cest ton jumeau le 22 qui est entré là ou cest toimême?,1
Marocain algérien camerounais ça cest un mélange Massah,1
", il ya la différence entre Song et le type la?  .",1
Donc comme on fait nul vous avez déjà commencé à linsulter hein?,1
Vous voulez alors quil teste ses stratégies où?,1
Le 1er match on a aussi dit quil est pep guarduola . On voit déjà comment il remplace un remplaçant . Le gar vas confirmer le bipolarsime This message was edited,1
Proverbe camerounais,1
Il ya les caméras partout nr,1
This message was deleted,1
Bonjour besoin de batton et l'huile rouge,2
Même moi aussi,1
Huile rouge,1
Combien ?,2
Sa dépend du prix,1
200,1
. This message was edited,1
Donc cest un meutre .,1
"250k fcfa available in Cameroon,",1
Douala Moscou,1
Oui le 19,1
Ok son number stp,1
Ok moi également je veux son numéro si possible....,1
Moi si stp,1
5f no dey,1
Le lien pour les billets,1
5f il n'y a pas,1
Qui ira au concert ci? Ça pourrait être bien si on s'y retrouvait hein,2
On avec qui ??,1
Toi et moi non ma chère,1
Je ne connais pas ses songs,1
tu connais au moins la chanson quon lance dans les fêtes lorsque le buffet est ouvert,1
J'espère qu'elle connaît,1
À Petersbourg?,1
"Dans la majorité des fêtes au moment de tchop, on met tjr du Richard Bona, Dans bell et aussi Ben Deca",2
Oui oui estce que c'est loin?,1
7 g est partenaire du festival,1
nohoo Papa,1
Ah bon? Super alors,2
Les foire vous pouvez être volontaires mailtovolunteersspbjazzfest.ru,1
Écrivez я из Камеруна и хочу быть волонтером в качестве помощника Ришар Бона This message was edited,1
Cest un bon shema gar merci,2
"Moi je veux vraiment y Aller, mais..... vous connaissez la suite",1
....,1
Cest quoi la suite?!,1
"L'argent est petit, donc ca ne suffit pas",1
Oui oui qui ignore ça,1
Alors C'est lui l'auteur,1
Pour servir la nourriture dans toute les fête au pays il y'a un de ses songs qu'on joue toujours,1
"Voilà, tu go avec le batton et lokok dès quil lance le song la , tu sorts lokok du sac et tu enjoy ta nostalgie This message was edited",1
besoin de 60 personnes demain matin de 9h à 17h 40 métro  kaluzhskaya sortie 4,1
Sur laffiche,1
Tu ris nonok,1
Pour moscou ?,1
Non non,1
Askiparai only in st Petersbourg,1
oki,1
moi meme je cherche comment prêter les do,1
Bientôt il sera interdis aux africains de venir en Russie.,2
Bientôt il sera interdis aux africains de venir en Russie.,2
Gar ce nest que le résultat quand dans un co laccès à tout bloqué systématiquement,1
La traduction pardon,1
Yes,1
"C'est malheureux pour nous. Depuis des décennies les Chinois, les indiens Etc entrent au Canada et mènent leurs activités sans soucis ni bruits. Depuis qu'on a accordé quelques mois d'accès facile aux Africains, c'est devenu un bazard !!",1
En vrai,1
"En ce qui concerne l'immigration clandestine, des étudiants, touristes, businessmen",1
Tu vois un dossier d'étude d'un candidat de 32 ans niveau bacc qui a déjà fait plus de 10 ans sans étudier .  Il te dit qu'il vient faire une licence passant par la padfac de sur quoi il est contractuel,1
Richard bona déjà à Moscou le concert cest demain à Moscou désolé pour linfo tardive This message was edited,0
Les billets,1
4000p,1
C'est petit,1
Il mérite mieux,1
À Moscou on est toujours dans l'excès. On va payer le train pour aller vivre le show à kolo à Peter,1
Effectivement,1
Peter c'est kolo,1
Cest 1800 à peter,1
J'ai vu les tickets de kolo,1
"Il a déjà son cachet , son cachet ne dépends pas de ca",1
"Oui cest un festival culturel sponsorisé par les banques, cest déjà prépayé maintenant ils essaient juste de récupérer",1
"Pourquoi c'est tellement cher ici a Moscou, si C'etait même 2500 je confirmais ma présence...",1
il ya une réduction de 20 pour 5 billets achetés,1
Humm! Tu vois donc capable d'acheter 5 billets?,1
Je vois,1
Tu rassembles quelques personnes,1
Je lutte d'abord pour un billet boss,1
"La réduction de 20 ca fait donc 800, donc je devrais encore payer 3200,  là C'est vraiment pour les patrons.",1
Chacun a ses problèmes dans cette vie.  Mieux tu achètes la bière de 200 et tu te connectes au wifi de la ville pour attendre les vidéos,1
.,1
"Je te dis, un point c'est tout",1
Il chante dabord quoi abeg hein,1
Grand pardon  locko peu venir pour un concert en Russie avec ce genre de sponsors ? This message was edited,1
Tu viens alors déjà mettre locko à mondo vision il va prendre les balle perdu ici pour rien,0
"Il ne chante vraiment rien. Je te comprends, ton niveau c'est watto de suza et malhox le vibeur",1
Part alors au concert,1
"Si c'est ce qui va te faire admettre son talent, mieux tu restes vraiment comme ça Parce que j'irai pas",1
Stp ne dis pas cà.,1
"cest juste pour dire quapart Manu dibango il nya aucun artiste camerounais qui a la portée internationale de RB, ce matin il donnait cour de musique dans un conservatoire ici",1
Je suis daccord mais actu ce nest pas un artiste que peut faire bouger les gens ici présentement pour partir à son concert peutêtre une minorité au cas contraire je serais surpris,1
Cest son 3e voyage pour la Russie,1
"Peu de noirs connaissent et savourent son style musical, je pense qu'en majorité ici comme ailleurs, la majorité de son public est blanche",1
300kolo besoin du rouble taux Google,1
Après tu vas dire que tu n'as pas l'argent nor,1
"Super frangin, il faut en profiter c'est une icône là bas",2
Inspectrice argent?,1
"Si Michel et moi achetions les tickets, il devait gagner 10millions 8k roubles",1
"si on veut compter en fonction du nombre de places ça fait 24 battons mais il nétait pas seul , cest pkoi jai dit minimum.",1
Son cachet ne dépendait même pas du nombre de ticket vendu,1
je sais tout ça,1
Oui peu être bien plus parceque cetai purement un concert promotionnel il est venu seul,2
Voilà,1
300kolo besoin du rouble taux Google,1
pourquoi on ne ma pas dit,1
Ce n'est pas fini bébé il est a Petersburg,1
Quand?,1
300kolo besoin du rouble taux Google,1
Bientôt 8,2
Ah oui oui,1
Ou bien les gars prennent pour eux ça où,2
"Hier 6,93",1
Le rouble va do un comeback terrible je ressens ça,1
On attend ça pour construire au pays,1
Vraiment,1
Mais bon ça va encore prendre son temps,2
"Oui oui, moi j'ai le temps, je ne suis pas pressé",1
Pour la première fois depuis plus d'un 1an This message was edited,1
Humm si ça peut aumoins se stabiliser à 8,1
le piège après on va voir 6.30,1
La guerre finira bientôt daprès moi.,2
Bientôt dans environ 510 ans?,2
Lopération spéciale,1
Bientôt,2
"Lol c'est un lourd business, les gens tchop dedans, ils ne sont pas encore fatigués de tchop, c'est prkoi ça durera encore un moment",1
Pourtant l'OTAN vient de rejeter toutes les conditions du Pr Poutine pour un cesser le feu,1
Un bon moment,2
Confiance,1
Ils pensent que le Pr Poutine est dos au mur avant de faire cette demande,1
Ce qui est sûre les institutions privées n'accepteront pas,1
C'est ce qu'ils se disent,1
Ils ne savent à qui ils ont à faire,1
"Actuellement je mise sur la Russie, le rouble et Samuel Etoo",1
Il y' a trop de trends concernant cette affaire,1
Poutine est même patient. Si j'étais son général j'aurais déjà appuyé sur le boulon rouge il y a belle lurette même sans son avis .,1
Bro largent ne peux pas tout faire. Il faut des hommes pour la guerre et lUkraine nen a plus.,1
Les États Unis  ne peuvent que donner de largent par ce quils impriment comme ils veulent. Mais à part ça rien dintéressant.,1
Ouais très pertinent,1
Cogito ergo sum,1
Comment les journalistes français font pour venir fait les reportages a Moscou ?бляд,1
En russe,1
Politique,1
BFM TV,1
Mebi me ne nkandi !,1
Les reportages mensongère en plus,1
Tu as la vidéo?,1
C'est sur YouTube,1
Confiance,1
Un reportage mensonger,1
Merci,2
Tu es un bon gars,2
Share link,1
Ne fait pas la tu confonds les links tu nous envoies làbas...,1
Молодец,1
"Mais mon humble avis, si vous voulez vous éloigner des maux de tête, tension artérielle, stress, evitez au maximum les informations servi par les medias occidentaux",1
Merci,2
où ça?,1
Tu ignores quoi les sites de cuisine norrr,1
"Un vrai théâtre, leur Alekceï est un vrai comédien.",1
DÉPART  20 juin 2024  Cameroun  Russie,1
Salut frère je voyage le 20 juin pour la Russie à partir de douala mais je suis à yde jusquau 18 juin. Je peux prendre les docs et petits appareils. Si tu as les gens intéressés je pourrais prendre les colis.,1
23kg  disponible . Moscou  Douala. Départ Mercredi,1
300kolo besoin du rouble taux Google,1
Tu mérites la bastonnade,1
Quelquun atil préparé le eru aujourdhui? Je voudrais passer la commande,1
42500 on gère chap chap,1
300kolo besoin du rouble taux Google,1
Adress stp,1
TikTok,1
Jai cru que cétait toi,1
Ah nn nn,1
Quoi,1
?,1
"Today, June 16, was an election day for the new bureau of ASECAMRUDN! We had two candidates 1 Franck Ntoukam and 2 Mbassi Yann.    Congratulations to the new president  Franck Ntoukam  and  Vise president Mbassi Yann!",1
Merci également a toi président,2
Massah ca Donne le gout,1
Sans oublier le tout puissant pilé,1
Je minterroge,1
Lorsque vous vous engagez dans une affaire avec quelqu'un faîtes le chose Selon le contrat.,1
Je prends mon tabouret,1
Un étudiant de RUDN,1
Je n'affiche pas encore la personne car je crois qu'il va se racheter,1
Mamie Njapap,1
Et pourquoi tu es venu ici avec Dion,1
Donne moi son nom ib je vais le chercher et le fouetté correctement et bien,2
Mince 2 barres pour aller en Belgique?,1
Envoie moi le nom de l'étudiant de RUDN en privé s'il te plaît.,1
Les camerounais larnaque vous a fait quoi.,1
Cest qui??,1
Je dois demander le tchoko,1
Faut lafficher on quitte sur ça,1
Non laissons le revenir au bon sentiment.,2
On lave le linge sale en famille,1
S'il peut prendre conscience de bien gérer ce qu'il a commencé,2
Si vous voulez pas affichez ne parlez plus des problèmes la ici laissez nous,1
C'est vrai mais...,1
"So frère est diplomate,  mais ce prétendu frère diplomate naide pas dabord sa propre famille à voyager pour la Belgique . Il préfère donc aider les autres. Quelle amour incommensurable !",1
"Une arnaque bien organisée. Si c'était même un tchèqueur, on pouvait comprendre qu'il a essayé ça n'a pas marché. Pardon affichezle pour diminuer les victimes",2
Ils ne veulent pas travailler,1
Mais je souhaite que ce jeune prends conscience et renvoie l'argent de son compatriote,1
Au cas contraire il sait ce qui l'attend.,1
"qu'on nous donne son nom,",1
"Rien ne prouve que létudiant est a Rudn, peut être aussi un mensonge",1
"Les Camerounais sont wise mais quand il s'agit de voyager, ils deviennent moutons. Façon on les lave! Yeuchhh",1
"Ce sont les même bandits, qui font croire qu'il y'a un métro à Moscou qui arrive en Allemagne .",1
Il y avait quoi avant,1
"Ils font, moi même lorsqu'on me demande un renseignement pour venir en Russie. Je préfère parle juste de la bourse. Parce que rediriger un citoyen qui veut voyager vers un bandit, après ça retourne sur soi This message was edited",1
"Moi, pareil! '",1
C'est mieux mais j'ai mon tcheiqeur.,1
Il fait les choses bien.Donc à chacun de voir.,2
Oui,1
Il n'est pas cher et il fait les choses comme sa se doit.,1
"S'ils n'ont pas de bourse, ils vont fréquenter à Ngoa Ekele",1
Ils ya des gens qui ne peuvent pas obtenir la bourse. Vu l'âge et autres.,1
Moi g ne peux pas envoyer ma personne vers un tchèqueur. Mieux il cherche de ses propres mains,1
Pourquoi ?,1
S'ils gèrent les choses normalement,1
Pour moi sa va.,1
Car il ya plusieurs moyens de gagner sa vie.,1
Si c'est pas une arnaque pour moi sa sa.,1
okay oohh,1
Tu as raison,1
Il a beaucoup de clients parce qu'il fait les choses bien.,2
Et pas cher,1
C'est un moyen de pays son temps pour te faire venir en Russie.,1
Et dans d'autres pays.,1
"Les tchèqueurs sont mauvais, ils font souvent à l'aéroport comme s'ils aimaient trop les nouveaux venus hors c'est pour leur sonné",0
Ils sont versés actuellement à TikTok il faut les voir filmer les belles rues et les grand bâtiments et parler de comment on travaille mal en Russie  pour attirer les proies,1
"Si tu écoutes leurs bouches sucrées hum, tu lis l'heure.",1
Après luimême il go nang sur son lit en étage peace,1
Je te dit après avoir taper sa boule de manka avec poulet dure,1
"Les gar t'organises mon frère, toi même tu Wanda.",1
schéma sur nous frère,1
Pas tous,1
Heinnn bro!!! la conversation la a déjà trop de détails pour quont connaissent qui sais,1
En tant quEtudiants restons très éveillé es ce quon as besoin de passer par quelquun pour obtenir une admission en Belgique jusquen donner largent sa scolarité,1
Le frère qui a fait sa,1
Moi même j'espère qu'il le fera c'est pourquoi je n'ai pas voulu décliner son identité car c'est quelqu'un de respectable dans cette association...,1
Redirige vers Jerry. Au moins là tu es sûr,1
Pourquoi toujours protéger les grands bandits?,1
Placement de produit,1
Minceu,1
Nn cest pas un placement de produit. Je donne juste un moyen déviter tt ça,1
Bon pour la Russie hein. Pas pour la Belgique.,2
je pense que je vais me lancer dans ce business.,1
This message was deleted,1
Dans ce cas ça devient Inpeu compliqué. Heinnn recommendation ou complicité darnaque?,1
"Là seul Dieu sais, la seule chose qui est sûr c'est que la lettre d'admission est bien fausse",2
Recommendation en même temps complicité,1
Et que les 2 millions investis sont introuvables,1
Il à mis où?,1
Qu'ils cherchent,1
Dans ce cas il doit être sanctionné.,1
Clair,1
Car on ne prends jamais le devant des choses sans être sur.,1
Sa être informer.,1
Mieux c'est rester tranquille dans son coin.,1
Tout le bavardage la toujours pas de nom et pas de photo mieux vous laissez,1
Je sens que tu a la rage,1
Tellement sa te tchop les nerfs.,1
Ils sont là ils veulent couvrir,1
Ça veux dire que cest quelquun dimportant mais si cétait les nous comme ça on allait voir mes photos chez Nzui mento,1
C'est leurs bureau laisse les gérer normalement. Comme sa doit.,1
Quand cest le bureau ça sort pas,1
Mais quand cest le bas peuple ça sort rapidement,1
Nzuimanto a prit balle perdue,0
Le gros problèmes aussi cest que largent est passé par la mains de la mère du gars,1
Presi,1
Pas bon,2
Le président est complice,1
Le président énumère le problème sans donner la solution,1
Jessaie juste dêtre neutre nor chef,1
Pas bon,2
Écoute le peuple,1
On lui donne dabord un chance de se racheter ou bien ?,2
Je suis de RUDN peut être je vais le reconnaître envoie la photo,1
Nooooo il ya pas de demi mesure,1
Le plus important cest largent,1
Sa sent un genre la,1
Envoie la photo dabord,1
Ne fait pas douter le peuple presi,1
Tu as toujours été bon,2
Je crois que cette histoire est bidon.,1
"Il est tres facile de détruire, mais construire est une tâche ardue.",1
"Étant donné que son frère est un prétendu diplomate, certainement que cest un RESEAU qui sétant jusquaux sphères dun certains Etat. Doù lusage dun MENSONGE ALTRUISTE afin de protéger un certain frère pour préserver la stabilité et la cohésion amicale dans ASECAM.",1
Si demain soir lumière n'est pas faite sur ce problème je te promets que je vais tout balancer et en détail et saisir la justice...,1
La justice belge j'espère.,1
Demain nest pas loin,1
Je vais rappeler,1
This message was deleted,1
Mr le Président 79670757733 je demande une réunion d'urgence aujourd'hui par rapport à cette situation.,1
Pour le moment je pense que les deux personnes vont trouver une terrain d'entente et que la réunion d'urgence ne sera pas nécessaire,1
Si un terrain d'entente n'est pas trouvé j'aimerais que le membre de notre communauté ne soit pas affiché et que sa présomption d'innocence ne soit pas violée.,1
Votre avis compte monsieur Joseph disait que le bureau organisera une réunion durgence et que après avoir pris les avis de tout mon bureau je déciderai en fonction de la tendance majeure,1
Mais je ne pense pas quon arrivera à ces extrêmes,1
Cest un bon gars je sais quil va gérer,2
Bien.,2
"Mais prési, laffaire là est grave hein ! Si le frère en question est dans ce groupe. Au vue de la genèse  oú et comment ASECAM est née et de Lhistoire dASECAM. Par analogie on pourrait conclure que   Si le frère  tchèqueur  est de ASECAM, alors tous les membres dASECAM sont des présumés tchèqueurs.  Donc presi, toi étant notre président tu es le président des tchèqueurs voilà ce que ça connote en fait. Cest un peu comme une dent qui pourrit toutes les autres. Et lon dira nest ce pas ils ont couverts leur frère donc Ils sont eux mêmes comme ça.",1
Presi Et sil devient bonbon alors ?,2
Quand je vais faire ma part il faut aussi me couvrir,1
Voilà,1
En bon entendeur salut,2
J'ai pris le temps personnellement d'essayer de comprendre ce qui se passe. Et je prends fait et cause pour le membre de ASECAM dont il s'agit.,1
Daccord,1
Je ne pense pas qu'il le deviendra,1
"En gros cette fille est le genre de personne qui arrive en Russie pour aller en Allemagne, Belgique ou France? Dernièrement on s'insurgeait contre ces individus qui ternissent l'image des camerounais en Russie, mais elle en fait partie et il faut qu'on sacrifie notre membre pour un deal pour lequel il n'est pas coupable ?",1
Moi je dis non à ça.,1
Donc parceque la fille est le genre qui arrive en Russie pour aller en Allemagne elle doit se faire arnaquer??,1
"Quand ça a bien marché pour qu'elle arrive en Russie, elle n'a pas contacté ASECAM pour féliciter ce membre pour féliciter ce membre qui a mis du sien pour que tout se passe bien. Peutêtre que j'ai loupé quelque chose mais dites moi si je me trompe.",2
Ce n'est pas parceque c'est quelqu'un que vous connaissez que vous allez vouloir le couvrir et jeter le tord sur la fille,1
Elle tire sur tout ce qui bouge et elle ne s'attaque pas à la personne qui l'a arnaqué.  Cette personne ne se trouve pas ici,1
"Si quelqu'un met 2 personnes en contact pour un deal, si le deal foire on peut arrêter la personne qui a mis en contact. C'est ça le concept de garant. Surtout si la personne a rassuré que son contact est sûr",1
Justement on ne connaît pas la personne. Mais on veut salir la personne qu'on connaît. C'est la raison pour laquelle j'ai sollicité une réunion pour que les faits soient exposés,1
La personne que vous couvrez là connait la personne,1
Toute la politique ci .,1
Si vous ne vouliez pas que le groupe s'en mêle il fallait gérer ça ib dès le départ,1
C'est ce qui me dépasse.,1
C'est le bureau qui devait gérer ça 79670757733,1
"Peu importe le checking maintenant, n'affichez plus. Couvrez seulement. Il ne faut pas couvrir seulement quand xa vous arrange",1
Et on fait quoi de la présomption d innocence ?,1
Personne nen fait fille,1
Quand c'est flagrant c'est flagrant. Et là  il faut avoir toutes les versions pour avoir les certitudes que tu exprimes. Tu as toute l'histoire ?,1
Fille de qui?,1
Affichez donc toutes l'histoire et tous les concernés. C'est tout ce qu'on demande,1
En gros tu parles sans tout savoir.,1
Finalement cest donc une affaire nonlieu.,1
Je me base sur ce que j'ai lu ici. Ou le message du président n'était pas clair,1
Cest fort ce que tu dis là hein,1
Il ne fallait pas venir dans le groupe avec une histoire que vous voulez gérer ib,1
Ce qui fait attirer l'attention dans cette histoire n'est pas ce qui a été fait de bon mais c'est le préjudice causé qu'on voudrait voir arranger svp ne mélangeons rien,2
Voilà. Tu as lu mais en plus d'avoir lu moi je suis allé chercher.  C'est là que se trouve la différence.,1
C'est ce que tu es allé chercher là que tous les autres membres du groupe attendent.,1
C'est moi qui suis venu avec l'histoire ici j'assume,1
Et je l'ai dit plus haut la raison,1
Et le pourquoi principal,1
Okay merci Big,2
Le membre de ASECAM n'est pas directement responsable et il se bat pour trouver une solution pour que son image ne soit pas sali. Non pas parcequ il se reconnaît comme étant coupable mais parceque le chantage exercé par la demoiselle  son ex prend une ampleur qui défit toutes les réalités.,1
Commences généralement par le bureau,1
L'histoire de sans caleçon sort déjà dedans ??,1
"Maintenant à la personne d'arranger les choses je protégerai toujours mes membres mais je ne serai pas non plus dans le favoritisme, ASECAM me regarde.",1
