text,label
Bonjour à tous! Si vous êtes Congolais delà RDC et que vous n'êtes pas encore enregistré dans la Diaspora.,2
Besoin d une personne qui peut rester dans une chambre pendant 15 jours  pour plus d'informations Inbox,1
This message was deleted,1
Zéro la vie,1
Bonjour le nouvel arivage de chaussures a seulement 1000,2
Besoin de 6 personnes pour compléter la liste d un boulot de nettoyage facile fini payé 2500 de 9h à 17h 50 intéressé in box,1
Mbappe vient de marqué son premier but à la maison Blanche,1
Bonjour le nouvel arivage de chaussures a seulement 1000,2
Salut la famille comment vous allez j'espère que vous allez bien j'ai besoin de 6 garçons demain pour le travail de chantier de 11h00 à 20h00,2
Urgent Besoin 1 personnes pour un,1
Bonjour la famille tout ceux qui veulent travailler dans les écoles à la rentrée me contacte ib,2
Départ  Moscou  Montréal,1
Départ  Yaoundé  Moscou,1
Voyage imminent 20.08.2024,1
Urgent besoin de 2 personnes,1
"Mon cher, j'ai déjà trop payé le fey des femmes.",1
Voyage imminent 20.08.2024,1
"On ne retient pas un homme en mettant du charme dans son repas. On le charme avec le respect,l'amour et le bon comportement...",2
Merci là bas,2
Tu veux faire quoi avec la personne dans la chambre pendant 15jrs ? Le froid n'a même pas encore bien commencé,2
Mais bientôt dans 10 jours,2
Un groupe WhatsApp est créé pour,1
Oui oui,1
ezaba congolais,1
Depart prévue le 21 Août,1
Voyage imminent 20.08.2024,1
Départ prévue le 26 Août 2024,1
Besoin de 20 personnes pour le travail des restaurants  aides cuisiniers et cuisiniers filles et garçons,1
Quelle ville ?,1
Moscou,1
Départ prévue le 21 Août,1
Certaines personnes vont s'éloigner de toi du jour au lendemain parcequ'elles auront comprise qu'elles ne peuvent pas te manipuler,1
"Chers compatriotes,",1
A,1
Demain,1
Départ prévue le 21  Août,1
Jai besoin de 6 millions de francs au Cameroun et je donne le rouble,1
Jai besoin de 6 millions de francs au Cameroun  et je donne en roubles 800000 roubles la personne qui peux gérer mécrire à inbox  merci,2
Besoin de 30 personnes demain au,1
"Bonsoir la famille,",2
"Bonsoir à tous,",2
A,1
Bonjour le nouvel arivage de chaussures a seulement 1000,2
Façon les camerounais arrivent dans ce pays,1
Besoin de 30 personnes ce soir.,1
A,1
A,1
Le préservatif. Hein,1
Salut la famille comment vous allez j'espère que vous allez j'ai besoin de 10 garçons qui ont le visa validé c'est à dire visa non expiré c'est pour un travail de chantier durable,1
besoin de personnes demain pour le boulot simple de chantier.,1
Besoin de 7 personnes pour un boulot de nettoyage dans une école,1
Besoin encore de 3 personnes pour un boulot toujours dans une école,1
besoin 3 personnes demain pour le boulot simple de chantie,1
A,1
Tout ceux qui ont envoyé les noms pour le boulot de la nuit,1
besoin de 30 personnes demain pour un chantier très facile,1
Bonjour le nouvel arivage de chaussures a seulement 1000,2
Bonjour a vous mes rois et mes reines heureux weekend a vous .,2
Besoin de 04 personnes aujourd'hui au,1
ri bien,2
Salut la famille comment vous j'ai de 4 garçons demain matin à 9h00 à 18h00 travail de chantier 2700 après le travail.,1
1 place disponible au metro Schyoskosvkaya 510 mn de marche du metro,1
Besoin de 4 personnes urgemment a cette метро физтех,1
Abcd,1
besoin de 3 personnes hommespour un travail pas compliqué demain,1
1 place disponible pour homme au planernaya L7,1
Bonjour. Besoin de 4 personnes pour un travail de restaurant,2
Need 20 people for a construction job very easy tasks inside electricity and cable assembly very easy for a long time lasted 1 year. The job is with a large construction and fixed assets company,1
Que Dieu vous protège .,1
"Are you tired of perfumes that don't last long? You spray perfume in your room, you go out, a single breeze  and the fragrance disappears. I understand your frustration. That's why I present to you Essen perfumes. Essen has everything you need. It lasts a long time and is very affordable. We have both male and female fragrance. Place your order today and thank me later. We deliver to every part of Russia. No matter the town, village or city.",1
"Besoin de trois personnes pour un travail en entrepôtyadex , et permenant de 09h00 à 21h00",1
Vous craignez que vos meilleures marques aient quitté la Russie  ? Ne vous inquiétez plus car la société Essen est là pour vous fournir des parfums de la même qualité sinon de meilleure qualité que ceux que vos marques préférées vous ont proposés .,2
Besoin de 20 personnes pour un boulot de chantier tâches très facile à l'intérieur  électricité et montage câbles très facile pour un long duré 1 an . Le travail est avec une grande entreprise de construction et d'immobilisations,1
Depart prévue le 04 septembre,1
1 chambre disponible pour un couple ou  2 personnes au metro Schyoskosvkaya 10 mn du metro uniquement congolais,1
Donc c'est une femme,1
Elle ne veut que les congolais,1
Elle ne veut pas le mélange     elle  veut se sentir au pays une fois,1
Il ya deux Congo  faut qu'elle précise,1
bienvenue aux nouveaux membres du de ce groupe mettez vous alaise,2
bienvenue aux nouveaux membres du de ce groupe mettez vous alaise,2
"Vous recherchez un parfum durable, abordable et durable ? Essens est là pour vous. Essayez les parfums Essens aujourd'hui et remerciezmoi plus tard. Nous avons des parfums pour hommes et pour femmes. Nous livrons dans toutes les régions de la Russie. Passez votre commande maintenant et remerciezmoi plus tard.",2
Besoin de 3 personnes pour travail d'école très facile 2600 après le travail métro filatov lug sortie 1,1
Bonsoir,2
2 places disponible pour homme au metro planernaya  L7,1
besoin urgemment de 2 personnes pour un boulot pas compliqué,1
"Bonjour, s'il vous plaît j'ai besoin d'une personne qui est DISPONIBLE j'insiste sur ça parce que j'ai un programme de travail qui change tout le temps je travaille en 44 donc, parfois le dimanche.",2
23 kilo disponible demain 29 Août,1
"Are you tired of perfumes that don't last long? You spray perfume in your room, you go out, a single breeze  and the fragrance disappears. I understand your frustration. That's why I present to you Essen perfumes. Essen has everything you need. It lasts a long time and is very affordable. We have both male and female fragrance. Place your order today and thank me later. We deliver to every part of Russia. No matter the town, village or city.",1
demain j'ai besoin de 5 personnes au chantier de nettoyage 9h  17h50  2800 roubles payer après le travail,1
"Nous avons tout ce dont vous avez besoin pour avoir une belle apparence et une bonne odeur. Parfums, gel douche, crème solaire, etc. Il suffit de le nommer. Disponible pour les hommes et les femmes. Livraison gratuite dans votre ville ou village. Passez votre commande maintenant",2
"Tinkoff Black  дебетовая карта с кэшбэком. Зарабатывайте деньги, а не бонусы. Если оформить по моей ссылке, вы получите 1 месяц подписки Pro и промокод на скидку 500  на авиабилет",1
Je vais essayé merci,2
Ok,1
Urgent Bonjour j'ai besoin  1personnes au chantier de nettoyage 9h  17h50  3000 roubles payer après le travail,2
2 places disponible pour homme dans une chambre à  4 au metro planernaya  L7,1
Besoin de 10 personnes pour travail d'école très facile métro buninskaya alleya 2700 après le travail de 11h à 17h45,1
C'est le vrai sport sport,1
Salut la famille comment vous allez j'espère que vous alliez bien.,2
L'étudiante EVA nous parle de sa vie en tant que étudiante étrangère en fédération de Russie,1
demain j'ai besoin de 2personnes au chantier de nettoyage 9h  17h50  3000 roubles payer après le travail,1
"Besoin de 5 personnes pour travail d'école très facile 2700 après le travail de 9h à 17h45, juste pour ranger les tables bancs pour la rentrée scolaire, métro filatov lug sortie 1",1
Need 20 people for a construction job very easy tasks inside electricity and cable assembly very easy for a long time lasted 1 year. The job is with a large construction and fixed assets company,1
demain besoin de 20 personnes au métro bratislavskaya sortie 5 finir payer directement après le boulot sur le chantier 2900p  heure 9h  17h 45,1
"Nous avons tout ce dont vous avez besoin pour avoir une belle apparence et une bonne odeur. Parfums, gel douche, crème solaire, etc. Il suffit de le nommer. Disponible pour les hommes et les femmes. Livraison gratuite dans votre ville ou village. Passez votre commande maintenant",2
"Besoin de 8 personnes actuellement hommes, urgence, travail d'école, 2600 après le travail",1
"voyez ! si vous n'êtes pas dans ce groupe, vous ne savez pas ce que vous manquez. trop de bonnes choses",2
A,1
demain besoin de 20 personnes au métro bratislavskaya sortie 5 finir payer directement après le boulot sur le chantier 2800p  heure 9h  17h 45,1
"Besoin de trois personnes pour un travail plein temps et permanent  toute l' année à la salle de sport, deux garçons, une fille, le travail c'est de huit heures trente à vingt heures trente.  Pour travailler dans la salle de sport, le salaire est de 60000 par mois et le salaire est payé une fois par mois tous les 10 de chaque mois sans retard plus bonus de travail",2
écoutez les gars ! Je vends beaucoup de choses. Je ne vends que des produits originaux. Des produits pour hommes et pour femmes sont disponibles pas de discrimination ici. Nous livrons partout en Russie. Produit pour perdre du poids disponible. Passez votre commande maintenant,1
"Fibre de pomme  réduit l'appétit et augmente le temps de digestion dans l'estomac, créant une sensation de satiété.",1
"Le complément alimentaire ESSENS Home Pharmacy Slim'SS a été fabriqué sous contrôle pharmaceutique en République tchèque, dans le respect des normes et réglementations les plus strictes de l'Union européenne. Toutes les substances proviennent uniquement de sources naturelles.",1
"s'il vous plaît, quel que soit le produit que vous aimeriez obtenir, veuillez m'envoyer un message et me le demander. on ne sait jamais, je l'ai peutêtre",1
et rejoignez également le groupe pour que vous puissiez voir toutes les belles choses que j'ai pour vous,1
bonsoir besoin de 2 personne demain metro otradnoe sortie 1 boulot facile 2900 fini payé 9h 18h heure de rencontre 8h10,2
Place pour homme,1
