text,label
J’ai une question: que pense-tu ? De homosexualité?,1
"Fais une petite recherche à ce sujet sur Google, tu verras des tonnes d’articles écrits à ce sujet",1
Il ya pas d'âge dans le mariage.. si c'était un vrai mariage il devait avoir aucun problème.,0
Pour ma part c'est ''un genre'' surtout quand la fille est déjà ado. Certains enfants développent souvent des choses pas très catholiques ds leur tête. Il y a plusieurs façons de montrer l'affection celle là n'est pas la meilleure à mon avis. Après ça dépend des familles...,1
Je pense que l’homosexualité est un problème hormonal qui se crée depuis que l’enfant se trouve dans le ventre de sa maman mais un problème qui doit à tout prix être soigné parce que c’est de la bêtise pure et simple,0
À chacun sa chance...,1
Tu dis quoi au juste !? 😏,1
Laisse le français  de façon claire :,1
J’ai répondu à sa question,1
CONTRE à 1 million de %,1
C’est de la bêtise pure et simple j’ai dit,1
Voilà😅,1
👌,1
C'est un gâchis😒😒,1
Donc toi même tu es contre Google alors 🥱,1
Mais en Afrique c’est pire !!,1
Peut-on réussir en Russie ? Peut on devenir un cadre dans ce pays en tant africain ?,1
Oui oui plus que un cadre même,1
Yen a til des exemples ? Y a til des réussis ?,1
Je partage dans tous mes forums.,1
🤔ça dépend hein,1
🙄🙄🙄🙄,1
Il faut savoir que Google c’est les hommes comme toi et moi qui avons écris ça .,1
Vous cherchez même quoi au juste ?,1
Merci pour tes dits !,2
Sur on se comprend pas !,1
Je cherche un exemple à suivre !,1
Et rien d'autre !,1
Toi même tu peux décider de devenir un exemple que les autres suivront...,1
Biens Biensure,2
Il n'y a aucune limite à ce que tu peux faire tant que tu le veux !,1
Je valide aussi,1
Mais il faut reconnaître une chose aussi que : les gens sont devenus des quelqu'un aujourd'hui en se référant sur quelqu'un ou sur quelques chose !,1
"Y'a jamais d'exemple a suivre,  soit toi même l'exemple que tu aimerais que d'autres suivent .",1
"C'est vrai. Sauf que le contexte est un peu ambiguë 👌Observe beaucoup, apprends et aspire à mieux ...",1
C vrai ça mon gars ? Explique moi s’il te plaît ?🙏,1
"Certains ont des richesses ici parce qu'ils ont épouser des filles russes riche, d'autres parce qu'ils bosse très dure..",1
"Bon d’accord, dis-moi aussi, tu es contre cet acte oui ou non ?",1
+79773205003. Ajoutez ce numéro monsieur Claudel svp il vient juste d'arriver à Moscou,1
Là c'est quand même une source !!!!,1
C'est propre au continent 🧐,1
Voilà c'est juste que c'est un mariage fictif ..si c'était vrai ça n'allait pas être comme ça avec la déportation,1
Faut pas enviée!,1
C'est pas envie mon frère,1
Mais c'est le bon exemple qu'il faut imiter chef tres important,1
Mais tu t'es jamais demandé ce qu'il fait pour avoir ça? Il ne faut pas imiter pour imiter,1
Des le moment que tu vois sa te motive  d'une maniere ou d'une autre et la Motivation peut varier soit sa te motive a te dire moi aussi j'aurais sa et bosse plus dur qu'avant et tu peu meme te surpasser,1
Hummm,1
Voilà maintenant ton argument tien la route et je comprends mieux,1
Avoir cette voiture en Russie vraiment😏😏,1
Courage alors man,1
😂😂😂 je vais rire dans l' eau glou glou 😂😂😂,2
Il ya des gens là Russie c'est un paradis inhh....,1
Bon exemple comment❓ vous savez pas comment la personne a fait pour obtenir ça vous voulez imiter quoi ?,1
"Bien-sûr on vit dans la même Russie. Depuis les gars ont découvert le réseau de la crypto monnaie. Lorsque quelqu'un vous en parle, vous dites que hoha!!! c'est la sorcellerie ou c'est l'arnaque😂😂😂😂😂😂😂😂😂😂 <This message was edited>",2
Ce quoi la crypto monnaie et quel  est son avantage ?,1
À l'heure ci tu ne connais pas la crypto monnaie? Tu sais ce qu'on appelle le bitcoin  ? 🤔,1
Le but était de faire la publicité de la cryptomonnaie depuis,1
Je connais rien mon gars.,1
"Va sur YouTube, et renseigne toi bien à propos bro. On est au temps de la vitesse",2
Est ce que interdit par la loi ?,1
Le  CFA ou le dollar est interdit par la loi????,1
Si je comprends bien donc c’est autorisé par la loi ?,2
"Actu un ne peut pas payer un bitcoin, ça pris trop de la valeur mais il y a des moyens intermédiaires. Va te renseigner sur le peu d'info que tu as reçu d'abord",1
Ok merci ☺️,2
"Il fait jour chez moi, c'est l'heure du taf😉",1
Ekiiie😳,1
Bien-sûr que je suis en Russie,2
C'est pas normal,1
Sugar daddy,1
Un comédien,1
Professeur KO c'est un problème hormonal  du gros n'importe quoi,0
Le continent,1
Et les dames et hommes tu penses qu'il n'avait pas d'envie de faire l'amour mais ils ont lutter contre le désir de sex dnc les homosexualité est choix,1
Il faut aller bien lire ton article de A a z,2
Ma phrase est pourtant claire,1
J’ai lu.,1
J'ai lu l'article la et plein d'autres aussi mais ce qui reste clair cette faire d'orientation sexuelle  est purement et simplement une question de choix hein s,1
C'est pas tout efféminé qui est homo.donc homosexuelualite est un choix,1
"Pour certains, oui",1
Ceux sujets est absolument 🤢🤢🤢🤮🤮🤮🤮 je vous souhaite de  passer à autre chose. <This message was edited>,1
😂😂😂😂😂,2
Moi je ne crois pas en cette thèse comme quoi un efféminé peut être à 100% hétéro ☺️ c’est simplement et purement impossible !,1
C’est un sujet qui affecte énormément la société de nos jours.,1
Oui oui.,1
Bonne journée a tous.,2
👏👏👏,1
Pourquoi ce débat sur l'homosexualité vous intéresse tant???🤔🤔🤔🤔 Question posée,1
Tout part de cette question qui m’a été posée.,1
Vous répondez comme si cette question s'adressait à vous🤔🤔🤔🤔 observation!,1
Oui c’est à moi qu’il avait adressé la question.,1
"Il fallait aussi vous attardé sur la bise centrale qu'un papa a donné à sa fille, mais vous avez survoler le sujet pour poser votre question d'homosexualité...",1
Je comprends que vous n’avez rien lu de cette conversation.,1
Bonne journée à toi aussi 🤝,2
🗣Tu n’es pas obligé de lire,1
Oooo les intellos,1
Vous n'êtes pas aussi obligé de mettre ce sujet sur le tapis. Il y a un pléthore de sujet à mettre sur le tapis vous venez nous exposer de façon voilé vos appétits sexuels on n'apprend rien de ça.,1
C'est dégoûtant 🤮🤮🤮🤮🤮,1
Qui a interdit ce sujet ?,1
Qui l'a autorisé ???,1
🗣Nos appétits sexuels ?,1
C’est bon,1
Sont des fans donc...🤔,1
Personne,1
???,1
Donc ceux qui parlent des homosexuels aiment les homosexuels ?,1
Bonne journée djo,2
Tous ceux qui parlent du football ne sont pas des footballeurs mais sont des fans ou supporters vous qui parlé jusqu'à argumenté l'homosexualité vous êtes quoi ?,1
Mieux,1
C'est vraiment mieux,1
"Mieux de quoi? Tu n'as plus rien a dire? Je n'aime pas sa hein? Il ft SVT ne rien dire lorsque il ya rien a dire, tu comprend mon cher ami? Toujours la a se faire voir inutilement. Tsuippp",1
C'est vous qui vous donné en spectacle depuis hier dans le groupe sur un sujet qui ne nous aide en rien empêchant ainsi ceux qui peuvent nous proposer des sujets instructifs de se manifester...,1
"C'est pas a toi k j répond, jevrepond a latimore qui dit que mieux , tout simplement parce il n'a plus rien a dire. Si non k toi tu as bien parle",2
Tu as raison,1
"Il peut avoir dans ce groupe des personnes qui ont entendu parler de l'homosexualité mais ne savent pas ce que c'est . Dans ce debat, il peut apprendre beaucoup de choses qui pourront demain  l'aider. Donc ce n'est pas en refusant de debattre sur ce theme que nous reduirions  ou stopperions le taux d'homosexuels dans le monde.",1
Y a t'il une différence entre un bisou ( central) et en baiser???,1
Finalement vous êtes nombreux hein 🤔,1
Mieux je ne dis plus rien,1
🗣Ce que je retiens c’est que on ne débat pas avec tout le monde,1
Bien dit parce que je ne suis pas tout le monde.😎,2
😂😅,2
Vraiment pourquoi depuis des lustres c'est maintenant que les hormones réagissent pfff la bêtise,1
Ils nous prennent pour des cons,1
null,1
"Les gars .moi je n'est jamais lu ce genre d'article mais j'en n'ai parlée bcp a mes proche, je connais des enfants qui sont né homosexuel au moins 2. Depuis l'enfance ,ils sont aujourd'hui des stars de la mode au Togo alors que nous qui mougou bien et avons refusé de rentrer dans leurs monde n'ont pas eu la chance d'évoluer dans la mode.bien qu'ils savent que nous somme les meilleurs. Donc je doute pas de cet article.",2
On ne naît pas homosexuel,1
Dit moi si tu connais ceux qui sont nés polygame et hétéro...cmt votre cerveau refuse de...,1
Les gars .il sagis pas d'un debas sans raison.. ce que je dis ne m'a pas ete raconte.j'ai grandi dans le même quartier avec ses 2 .donc ne menez pas un debat basé sur le vide ...,1
Un enfant de 7 ou 8 ans que tu a connu depuis  la classe de C.E avec des comportements de GUÉ et bizarrement il le devient a son âge adulte vous vous me dire qu'il a eu sa comment,1
Être efféminé est différent d'être gay,1
Et je vous dis encore .. j'ai eu à bosser avec un grand styliste de mon pays le Togo qui avant sa mort a révélé qu'il est devenu GUÉ parsq'ont lui a violé (les gués),1
Je vous dit qu'il sont devenu GUÉ aujourd'hui.,1
J'ai pas de souci avec mais dit qu'ils sont nés gay...pfff,1
null,1
Encore 🤔,1
null,1
null,1
🗣Donc il n’est pas né comme ça,1
🙏,1
null,1
https://www.facebook.com/nouvellechaineivoirienne/videos/1803486306727874/?mibextid=9idTr45qYp7jtedz,1
null,1
🆘Tambov,1
La video est tres tres alarmante,1
Depuis quand les camerounais savent nager!!!!!. C'est déjà à ma connaissance le 3 ieme qui meurt en voulant nager dans ce pays. Toujours des nouveaux. Paix a son ame,1
Il y’a l’entourage imagine un garçon qui est uniquement près des filles tu veux qu’il ce comporte comment il sera efféminé et pareil pour une fille,1
Par forcément,1
Moi je n’ai vraiment rien à dire sur ce côté c à je prend en tout le monde comme il vient et je ne juge personne de  son orientation sexuel je suis à l’étranger mon cerveau est déjà ouvert sur certains pratique et je respecte le choix de chacun,1
Bon c’est la même chose juste que en Occident baiser 😘 c’est le bisou central,1
Ils y’a plusieurs façons de l’être comme tu viens de cité le viol par gays il y’a même des hommes qui commencent à faire des rapport sexuel par leur copines par derrière et l’envie leur fait aller maintenant chez les hommes donc il y’a plusieurs méthodes,1
Oh les pauvres parents seigneur quelle tragédie,1
null,1
"J'ai besoin de quelqu'un qui quitte d'ici pour le Cameroun cette semaine... J'ai besoin d'envoyer des médicaments, c'est urgent svp.",1
null,1
"Maintenant lui il s'en prends a la femme blanche pourquoi?? Si elle te dit ,je vais dire n'importe quoi :  ""allons taper l'eau dans l'eau"".si tu ne sais pas nager, tu dis non je ne sais pas nager. Mais comme toujours ""on maitrise"", on part. Ça fait mal évidement de perdre un compatriote dans de telles circonstences. Mais s'il n'a pas été tué et jeté dans l'eau ,ce qui est n'est pas a exclure . lui seul est responsable de ce qui est arrivé. Je pense que nous devons sensibiliser nos freres africains au lieu de tirer sur la femme blanche.",1
"Hummm why it is that when ever something bad happens and they mentioned white women it makes some people very mad mean why is the reality, I think and I believed that if that guys had but a black ask a girl let me  me not say girlfriend would this had happened I will say no , do you know why ? Because one not all black girl love water in the extent to enter in a lake as I head the boy said in the videos, secondly no black will just accept a date just to go and spend time around water or just to strole that she had nothing to do or has she forgotten where she come from, a black girl can only give you such chances if you are very special to him or her and in that case she will give you little attention by advising you because she cares for you infact I will not talk too much but you guys should know that black cultures remains but whites cultures will never I say never be like are's. Let not juge  but let know that a black girl or boy can safe any of us from any situation before it get late or it too late.we can't predict our dead we will all died but let try our best before it happens. It so sad to listen such let ask ourselves why only you boys why can we follow our elders foot steps , why rushing why?, why? Please let be careful let live a decent life and the almighty God will do the rest.may his soul RIP",1
On ne conseille plus,1
Les conseils ci ne servent à rien,1
🗣Toi même tu dis qu’on ne connaît pas encore la cause et c’est encore toi qui dit que c’est à cause de la femme blanche,1
🗣Ce n’est pas parceque tu as les objectifs que tu dois esquiver la femme,1
Depart le 18 juin,1
"🗣Tant qu’on ne connaît pas la cause, on ne connaît pas",1
"Dans la vidéo, il est en maillot de bain. Donc certainement il nageait. SVP évitons d'aller nager dans les cours d'eau et lacs ici en Russie. Même si vous savez nager ça n'exclut pas le risque.  C'est vraiment très triste,  Chaque année ils ya toujours au moins un cas de décès de jeune africain par noyade. RIP",0
"Dans la vidéo🎥, il avait toujours sa montre à son poignet, Est-ce qu'on part se baigner dans l'eau avec sa montre ?",1
Si elle water proof oui…,1
😅 la majorité des montres originales sont résistantes à l'eau,1
Salut à tous. Y'a t-il des critères pour un traducteur au tribunal ?.,1
"Oui, il faut avoir un diplôme de traduction valide et être à jour visa et enregistrement",1
Si vous avez besoin d’un traducteur pour le tribunal je suis là .,1
Ça marche,1
Oui 👍🏿,2
Oui le diplôme,1
"Bonjour Claude, voici un énième camerounais qui meurt en Russie, depuis le début d'année 2024 combien sont morts déjà ?",2
Ce sont les propos racistes,1
Ca dépend des villes et des causes de la mort,1
Oui voilà pourquoi j'ai dit en Russie(peu importe la ville en tout),1
"Sans la cause, juste seulement le nombre de décès",1
En Russie chaque année il ya une ville ou il ya mort par noyade <This message was edited>,1
@79518521872  depuis mon silence peut tout traduire .,1
"Je comprends, mais je veux savoir combien de camerounais sont morts en Russie depuis le début de l'année 2024? Est-ce qu'il ya un recensement de l'ambassade sur ça, j'ai l'impression que beaucoup de camerounais sont morts déjà en 2024",2
Je suis dépassé,1
Pour l’ambassade il faut laisser,1
🤣🤣🤣😂 son discours n’a pas de sens pour moi que la femme russe lui même son corps ne sortait pas au début,2
Ton objectif c’est quoi ?,1
Je suis dépassé et il fait il rit,1
Il veut les vues et les likes,1
Actuellement il y’a de la boucherie africaine en forêt 🌳.,1
Ils y’a des cadavres dans la forêt ont dirait des soldats morts au combat,1
Il ne sait même pas s’exprimer devant une caméra il n’ait même pas éloquent,1
Les vidéos svp,1
Que lorsque vous venez en Russie concentrez vous sur votre objectif,1
Quand un réussir a passer les checkeurs utilisent ca pour envoyer a la mort des 100 personnes,1
Je suis mm dépassée 😔😔😔,1
"C’est ça même même, une longue vidéo inutile",1
Tu es une fille grand,1
Jusqu'à un fou utilise ça pour dit qu'il conseil les gens,1
Non je suis une garçon,1
Il parle de quel études d’abord que pour réussir ici l’étude d paye c’est la femme russe qui contribue à l’évolution majeure donc il a encore fausse,1
Avec toute ton éloquence es-tu mieux rémunéré pour ta bonne étude ?,2
Avec mon éloquence je ne peu pas prendre mon téléphone de marque pour dire des choses sans sens j’ai ma personnalité,1
Okay grand,1
Ça donne l'argent ?,1
Voici un autre influenceur,1
Pour être éloquent il ne faut pas forcément beaucoup étudier mais beaucoup lire et faire la recherche des mots,1
Merci là-bas,2
@79506973640 c’est la technologie du blanc,1
J'ai effacé j'ai compris grand,1
🗣Lire et faire des recherches c’est étudier,1
Au moins j’ai préservé  mon charisme d’homme éloquent,1
Je suis le meilleur influenceur,1
😂😂😂,2
Grand faut lui laisser pardon il est éloquent,1
🗣Attend nous sur tik tok,1
Soi même,1
Donc tu es influenceur ?,1
Je n’y vais pas sur tiktok,1
Cest toujours étudier,1
Il m a collé un nom et j’accepte car j’aime ce monde,1
😎,1
🗣Le problème est que nous ne sommes pas influencés,0
Parce que tu ne m’as pas encore vu en face ou tu n’as pas encore vu mes pose pour être influencé,1
🗣Quoi? Les bouches dans les narines ? Ou bien?,2
Et quand c’est comme ca son checkeur rembourse ou bien ?,2
Tu ne pas sérieux,1
Parceque les gars aux pays leurs travaillent,1
Ce gars était bien en Russie je devais même le mettre en contact avec toi,2
Comment ca,1
"Prkoi, ce concentré sur ça vidéo ?, prkoi ns africains nous aimons nous accroché sur des inutilités, des conneries.",1
Un bon danseur,1
"Si on recense les morts c'est pour faire en sorte qu'il puisse avoir à l'avenir le moins possible. Donc il faut commencer à recenser le nombre puis ensuite les causes des décès, et voir comment sensibiliser plus afin d'éviter certaines morts. Voilà l'objectif. Car j'ai l'impression que beaucoup de camerounais sont déjà mort depuis le début de l'année.",1
"Et si sa famille ne frappe pas les portes aux pays ,",1
🤔,1
MERDE IL ETAIT TRES BON MM,1
On peut avoir les images ?,1
Que son âme trouve la paix🙏🏾,1
D’accord,1
MHD ?,1
🗣Un coach n’a pas besoin d’être un ancien footballeur pour porter critique à un footballeur sur terrain,1
🚶🏿‍♂️,1
Les bons talents ne durent jamais,1
Jamais ?,1
RIP,1
Il ne pas mort,1
D'accord,1
Il voulait traverser l'océan  ???,1
Que c'est Aquaman ?? Personne ne peu expliquer clairement les circumstances de sa mort oui il es mort noyer mais qu'est ce qui s'est passer avant sa,1
Où est sa copine Russie allors 🤷‍♀️,1
"Ça ce sont des bêtises, les auteurs de ces absurdités ne respectent pas la douleur de personne😞",1
null,1
Удали експресс,1
Да да,1
😭🤣🤲,2
null,1
Merci la bas le robot,2
https://youtu.be/QlS0MMLbZyQ?si=v7zcRTHwxxxHWlb_,1
Je ne sais pas ce que les gens partent tjr chercher en forêt. C’est seulement la bêtise ou c’est quoi mm,1
"Amen, paix à son âme",1
Bjr tout le monde.,1
Payer quoi !,1
Bonjour,1
Il faut payer le vpn,1
Tu télécharges un vpn et tu payes juste,1
"Tu n'as pas forcement besoin de payer, il y'a plusieurs VPN gratuits",1
Moi j'utilisais *wire tun* avec mon ancien phone. Je dois télécharger encore,1
Salut Monsieur Claude. C'est pour un service de traduction au tribunal,1
Faites moi signe dès possible svp.,1
Ville ?,1
Seigneur guide le même la haut😭😭😭😭😭sa fait mal yeuch je pleure sa ne fini par 😭😭😭😭,1
"Très très bon, du pur talent",1
"🚫Нелегальным мигрантам в России нельзя будет вступать в брак, открывать счета и получать водительские права.",1
"Сейчас очень много и грантов таджиков. Они иногда любят себя гражданами РФ чувствовать и делать, что хотят",1
Tout ce changement du au  cheveux noir,1
Bonjour 👋,1
Tellement je suis scandaliser par la somme des lois qui ne fait que arriver les temps si …,1
La loi prendra effet d’ici 1 mois donc ça ne sers à rien de continuer avec le mariage fictif,1
Je me dis que c’est à cause des cheveux noirs tout ce changement,1
Moi ce sont les africains,1
Non ma personne m’a dit que ce sont les cheveux noirs,1
Donc maintenant pour ceux qui ont le contrat visiteur ils doivent ce marier dans les brefs délais,1
"Ce qui veut dire si tu es sans papier, tu ne peux toi même te lever pour payer le billet et partir ?",1
!!,1
Le pays ici.....,1
🗣Mieux ils retirent une fois leurs ambassades dans les pays,1
S'ils ne veulent pas les gens qu'ils disent une fois que de stresser les gens,1
C’est ça,1
Bientôt il sera interdis aux africains de venir en Russie.,2
Ok merci,2
Il n'y a aucune opportunité ici et en plus ils ferment le peu de choses qu'on pouvait considéré comme avantageux,1
Tu as raison mon frère,1
Humm vraiment 🙇🏽‍♀️,1
Elle la c’est une BUSNESS woman . Elle parles juste en fonction de ce qu’elle veut et espère.,1
Ils y’a des lois les temps si qui font qu’à même peur ☹️,1
Vous nous faites alors les RVPO pourquoi,1
Il y’a que l’armée ou pour entrer on ne dérange pas,1
La Lois sur faire d’abord un examen avant d’entré en Russie c’est pour quoi ?,1
"Ceux qui ont trouvé ce qu'ils cherchaient,ou qui ont pu trouver leur chemin,pour eux la Russie présente beaucoup d'opportunités",1
Je suis extrapolement décontenancé,1
😹,1
🗣c’est ça,1
90% ne trouvent pas😹😹😹😹,1
Это Россия,1
La mère si parles même quoi comme ça . Si dans sont université les africains ont disparu.,1
🗣Dans les 10% II y’a au moins 7% qui sont tchekeurs,1
🤣🤣🤣🤣🤣🤣🤣🤣,2
😹😹😹😹😹,1
🗣elle cherche quoi sur les africains? 😅,1
"Dans les 3% qui restent, 1,5% sont mariés dans un bon mariage",1
"2% tchekeurs, 5% brouteurs😹😹😹😹",1
Probablement un a jouer avec son cœur,1
"Si on interdit les nouveaux noirs ici, les tchekeurs la vont prendre la brousse hein",1
Oklm😎,1
Je te jure pa,1
"🗣Si L’Etudiant fuit l’école et qu’il a payé la pension, c’est son avenir, est ce que c’est pour elle ?",1
Donne cours à ceux qui n’ont pas fuis,1
"Askip les universités paient des amendes, quand un étudiant inscrit dans une université et fuit sans terminer son cursus.. Si je ne me trompe pas",1
Ces les histoires à dormir debout,1
Ok boss,1
Tout comme ils refusent de faire les enregistrements.,1
Ok,1
"Mais c’est ça la dame dit dans sa NV, tu gâtes pour les autres c’est ça tu comprends pas ! Plus de personnes font ça ça sera difficile de venir venir les gens en Russie",1
Voilà papa en plus quelle avenir mm qu’elle va ah champs tout ce qui leur intéressé c’est notre argent vous pensez qu’ils ce soucie de nous,1
Yezail,1
Je pense pas mais ça donne une mauvaise réputation de l’université envers le ministère,1
L’école c’est leur business,1
Oui la majorité des universités ici en Russie font seulement du business😹😹,1
Вот 😹😹😹,1
Ок бро,1
Certaines universités manquent de sérieux complètement,1
J t dis per pardons depuis je ne me mêle plus de ce qui concerne l’école je cherche mon argent j vie ma vie point bar,1
Tu as raison bro 😎 maintenant même je suis en préparation pour l’examen mais leurs sms me vont que peur 😧,1
null,1
🗣 tu es grand nor,1
"Tu vas même dessiner l’esprit de quelqu’un, si ça va cuire, ça va cuire",1
C faut !!,1
Et il y’a beaucoup des noirs qui sortent pour l’étage,1
Notre directeur  nous dit que ce qui intéresse c’est qu’on vienne en cours car si on ne vient pas il ne font pas payer les profs et il faut que si on ne parle pas russe c’est pas son problème son problème c’est qu’ils doit payer les profs,0
Pourquoi vous prenez toujours ce pays comme de merd,1
Attendons le 30,1
Je veux t’appeler pour voir,1
Les lois sortent,1
Je dèja signé le contrat alors on verra,1
Ça nous fait réfléchir man,1
Blague j’ai dit à mon vieux que l’argent sur tu envoies là pour l’école c’est seulement pour prolonger mon visa hein il a rit,1
Voilà.😅😅😅,1
Dans ce pays les Russes aiment les noirs venir étudier chez eux.,1
